"ID";"age";"balance";"previous";"job";"marital";"education";"housing";"loan";"poutcome";"y"
2955;42;-411;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2956;45;0;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
2957;55;859;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
2958;36;339;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2959;52;3029;2;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2960;48;162;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2961;51;480;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2962;28;242;1;"unemployed";"single";"secondary";"yes";"yes";"failure";"no"
2963;37;1543;2;"employed";"married";"secondary";"yes";"no";"success";"no"
2964;27;498;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2965;37;342;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2966;39;5073;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
2967;36;69;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2968;51;42;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2969;39;607;2;"unemployed";"married";"secondary";"yes";"no";"failure";"yes"
2970;32;1787;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2971;33;2858;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2972;45;353;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2973;37;-251;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2974;37;3420;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2975;36;5;2;"unemployed";"single";"primary";"no";"no";"failure";"no"
2976;32;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2977;37;42;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2978;39;0;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2979;47;367;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
2980;42;0;2;"employed";"married";"tertiary";"no";"yes";"failure";"no"
2981;59;92;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2982;35;855;1;"employed";"single";"secondary";"yes";"no";"success";"yes"
2983;26;38;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2984;40;1547;1;"employed";"single";"secondary";"yes";"no";"success";"no"
2985;36;300;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2986;34;210;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2987;29;13186;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2988;35;10;2;"unemployed";"single";"secondary";"no";"yes";"failure";"no"
2989;33;-417;2;"unemployed";"divorced";"secondary";"no";"no";"failure";"no"
2990;51;1164;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2991;35;68;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2992;30;0;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2993;35;0;1;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
2994;40;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2995;40;419;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2996;56;373;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2997;44;887;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2998;37;-38;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2999;37;335;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3000;31;2581;2;"employed";"married";"primary";"no";"no";"failure";"no"
3001;46;804;1;"employed";"married";"primary";"yes";"no";"success";"yes"
3002;52;-637;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
3003;41;139;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3004;49;1598;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3005;33;-634;1;"employed";"divorced";"tertiary";"yes";"yes";"failure";"no"
3006;44;870;1;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
3007;59;1575;2;"unemployed";"married";"secondary";"yes";"no";"success";"no"
3008;46;4170;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
3009;54;143;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3010;50;5816;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
3011;36;98;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3012;33;-15;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
3013;50;15;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
3014;40;-50;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3015;40;1116;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3016;40;1411;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3017;40;327;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3018;49;5058;2;"employed";"married";"secondary";"no";"no";"failure";"no"
3019;30;190;1;"employed";"married";"primary";"no";"no";"failure";"no"
3020;43;422;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3021;43;-25;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3022;25;1116;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
3023;33;204;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3024;41;5560;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3025;31;-199;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
3026;49;108;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
3027;59;145;2;"unemployed";"married";"secondary";"yes";"no";"success";"yes"
3028;31;2592;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
3029;45;677;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
3030;46;984;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
3031;55;167;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3032;39;5092;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3033;58;1153;2;"unemployed";"married";"primary";"yes";"yes";"failure";"no"
3034;52;752;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3035;43;555;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3036;38;5733;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3037;48;201;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3038;60;-247;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3039;46;1583;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3040;37;807;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3041;33;422;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
3042;43;250;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3043;38;12130;2;"employed";"single";"primary";"yes";"no";"failure";"no"
3044;40;949;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3045;38;1455;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3046;34;1309;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3047;40;332;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3048;32;933;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3049;40;1397;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3050;46;404;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3051;42;402;2;"employed";"married";"primary";"no";"no";"failure";"no"
3052;35;399;2;"employed";"single";"secondary";"yes";"no";"failure";"yes"
3053;28;-302;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3054;46;1410;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
3055;57;13;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3056;39;800;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3057;29;154;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
3058;38;876;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3059;31;253;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
3060;36;1088;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3061;42;-141;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3062;43;3;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3063;34;7263;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3064;57;-663;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
3065;33;20;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3066;40;406;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3067;55;918;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3068;36;319;1;"employed";"married";"primary";"yes";"no";"failure";"yes"
3069;33;17;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3070;40;82;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3071;32;7444;1;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
3072;46;512;1;"employed";"married";"primary";"no";"no";"failure";"no"
3073;34;412;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3074;51;516;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
3075;30;115;1;"employed";"single";"secondary";"no";"no";"failure";"no"
3076;32;481;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3077;38;864;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
3078;28;431;2;"employed";"single";"primary";"yes";"no";"failure";"no"
3079;38;61;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3080;33;312;2;"employed";"divorced";"tertiary";"yes";"yes";"failure";"no"
3081;31;397;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3082;42;-581;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3083;32;413;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3084;37;393;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3085;37;719;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3086;28;-2;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
3087;50;2809;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
3088;36;2151;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
3089;51;40;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3090;50;100;2;"employed";"divorced";"tertiary";"yes";"yes";"failure";"no"
3091;23;14;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3092;33;1905;2;"employed";"married";"secondary";"yes";"no";"success";"no"
3093;39;807;2;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
3094;58;6004;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3095;35;1831;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3096;55;2171;1;"employed";"divorced";"tertiary";"yes";"yes";"success";"no"
3097;35;233;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3098;31;131;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3099;55;-636;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3100;33;221;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
3101;33;219;1;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
3102;30;975;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3103;42;2157;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3104;50;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3105;38;3715;2;"employed";"single";"primary";"yes";"no";"failure";"no"
3106;32;50;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3107;28;451;1;"unemployed";"divorced";"secondary";"yes";"no";"success";"yes"
3108;41;340;1;"employed";"single";"primary";"yes";"no";"failure";"no"
3109;36;828;2;"employed";"married";"primary";"no";"no";"failure";"yes"
3110;45;58;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3111;32;2137;1;"employed";"single";"secondary";"no";"no";"failure";"no"
3112;50;953;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3113;32;1503;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
3114;43;497;2;"employed";"divorced";"tertiary";"no";"no";"failure";"no"
3115;33;350;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3116;34;2764;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
3117;52;7180;1;"employed";"married";"secondary";"yes";"no";"success";"no"
3118;50;246;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3119;39;3419;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3120;27;0;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3121;42;1080;2;"employed";"single";"secondary";"yes";"yes";"failure";"yes"
3122;50;7317;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3123;27;268;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
3124;38;18;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
3125;35;247;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3126;35;34;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3127;52;33;2;"employed";"married";"secondary";"no";"yes";"success";"no"
3128;36;413;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3129;42;759;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3130;37;596;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
3131;29;0;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3132;28;584;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3133;32;1779;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3134;35;577;1;"employed";"married";"secondary";"no";"no";"failure";"no"
3135;31;387;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
3136;32;309;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
3137;44;186;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3138;44;1311;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3139;35;455;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3140;31;623;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
3141;37;1852;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
3142;44;25;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
3143;43;171;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3144;25;1954;1;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
3145;53;8892;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3146;34;76;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
3147;47;-49;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
3148;36;52;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3149;50;216;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3150;51;3185;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3151;28;65;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3152;47;-287;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3153;32;28;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3154;36;55;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3155;31;1127;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3156;59;771;2;"employed";"married";"secondary";"no";"no";"failure";"no"
3157;36;481;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
3158;32;416;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3159;38;3344;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
3160;40;-378;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3161;34;7063;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3162;37;0;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3163;30;341;1;"employed";"divorced";"secondary";"yes";"no";"success";"no"
3164;41;158;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3165;44;338;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3166;33;162;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3167;30;396;2;"unemployed";"married";"secondary";"yes";"no";"failure";"yes"
3168;32;1670;2;"employed";"married";"secondary";"no";"no";"failure";"no"
3169;37;1040;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3170;47;-169;2;"employed";"married";"primary";"no";"yes";"failure";"no"
3171;43;484;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3172;34;0;2;"employed";"married";"secondary";"yes";"no";"success";"no"
3173;59;-91;2;"employed";"married";"primary";"yes";"no";"failure";"no"
3174;37;513;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3175;32;1804;1;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
3176;37;0;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3177;37;198;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3178;30;236;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3179;40;282;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
3180;44;-228;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
3181;27;79;2;"unemployed";"married";"tertiary";"yes";"yes";"failure";"no"
3182;51;-13;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
3183;35;1396;1;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
3184;38;780;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3185;35;1546;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3186;39;4741;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3187;51;-19;2;"employed";"divorced";"primary";"yes";"no";"failure";"yes"
3188;35;0;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
3189;43;47;1;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
3190;36;181;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
3191;55;1691;1;"employed";"married";"primary";"yes";"no";"failure";"no"
3192;34;467;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
3193;44;388;2;"employed";"divorced";"tertiary";"yes";"no";"success";"no"
3194;40;125;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
3195;33;5550;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
3196;47;846;2;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"no"
3197;37;72;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
